,misinfo,topic,polling_firm,sponsor,academic_comm,date,question,link,correct,leaning correct,incorrect,leaning incorrect,dk,not sure,refused_na,no opinion,undecided,misinformation,n_options,explicit_dk,explicit_ns,matter_of_opinion,n,mode,l_congenial_options,r_congenial_options,correct_valence ,prompt_type ,ire,footnotes
94,Y,Iraq Al Qaeda,Princeton Survey Research Associates,Knight Ridder,0,01/03-06/03,"Please try to answer my next questions about Iraq to the best of your knowledge. But if you're not sure of an answer--that's okay--just tell me and I'll go to the next question. Do you think Iraq and Al Queda--Osama bin Laden's organization--are allied and working together to plan new acts of terrorism, or not?","https://ropercenter.cornell.edu/CFIDE/cf/action/ipoll/questionDetail.cfm?keyword=do AND  you AND  think AND  iraq AND  organization  AND  are AND  allied and working AND  together AND  to AND  plan AND  new AND  acts AND  of terrorism&keywordoptions=1&exclude=&excludeOptions=1&topic=Any&organization=Any&label=&fromdate=1/1/1935&toDate=&stitle=&sponsor=Knight Ridder&studydate=January 3-6, 2003&sample=1204&qstn_list=&qstnid=1677480&qa_list=&qstn_id4=1677480&study_list=&lastSearchId=317673068672&archno=USPSRA2003-22099&keywordDisplay=",16,0,65,0,19,0,0,0,0,,3,Y,N,Y,"1,204",telephone,0,1,L,DYT,N,Don't know/Refused (19%)
221,Y,ACA Illegal Imm.,Princeton Survey Research Associates International,Kaiser Family Foundation,0,04/01/05-05/01/05,"(As far as you know, who among the low income population is eligible to qualify for the Medicaid program?) Are low income...undocumented or illegal immigrants eligible, or not?",http://www.kff.org/interactive/question-finder/?QSTN_ID2=1628283&qid=+1628283&pid=4&ccid=4&x=46&y=18,56,0,27,0,17,0,0,0,0,,2,N,N,Y,"1,201",telephone,,,,AFYK,N,Don't know/Refused (17%)
22,Y,Obama Religion,Princeton Survey Research Associates International,Newsweek,0,08/25-26/10,"As far as you know, what is Barack Obama's religion? Is he a Christian, a Muslim, or something else?",https://ropercenter.cornell.edu/CFIDE/cf/action/ipoll/questionDetail.cfm?keyword=obama AND  religion&keywordoptions=1&exclude=&excludeOptions=1&topic=Any&organization=Any&label=&fromdate=1/1/1935&toDate=&stitle=&sponsor=Newsweek&studydate=01-JAN-34&sample=1029&qstn_list=&qstnid=1769368&qa_list=&qstn_id4=1769368&study_list=&lastSearchId=317673058558&archno=&keywordDisplay=,42,0,34,0,24,0,0,0,0,,3,N,N,Y,"1,029",telephone,,,L,AFYK,N,landline(687)/cellular(332)
32,Y,Obama Religion,Princeton Survey Research Associates International,Newsweek,0,06/18-19/08,"As far as you know, what is (2008) Democratic presidential (election) candidate Barack Obama's religion? Is he a Christian, a Muslim, or something else?","https://ropercenter.cornell.edu/CFIDE/cf/action/ipoll/questionDetail.cfm?keyword=obama AND  religion&keywordoptions=1&exclude=&excludeOptions=1&topic=Any&organization=Any&label=&fromdate=1/1/1935&toDate=&stitle=&sponsor=Newsweek&studydate=June 18-19, 2008&sample=1010&qstn_list=&qstnid=1709390&qa_list=&qstn_id4=1709390&study_list=&lastSearchId=317673058825&archno=USPSRA2008-NW06&keywordDisplay=",61,0,20,0,0,19,0,0,0,,3,N,N,Y,"1,010",telephone,,,L,AFYK,N,Not sure/Refused (19%)
34,Y,Obama Religion,Princeton Survey Research Associates International,Newsweek,0,05/21-22/08,"As far as you know, what is Barack Obama's religion? Is he a Christian, a Muslim, or something else?","https://ropercenter.cornell.edu/CFIDE/cf/action/ipoll/questionDetail.cfm?keyword=obama AND  religion&keywordoptions=1&exclude=&excludeOptions=1&topic=Any&organization=Any&label=&fromdate=1/1/1935&toDate=&stitle=&sponsor=Newsweek&studydate=May 21-22, 2008&sample=1399&qstn_list=&qstnid=1706662&qa_list=&qstn_id4=1706662&study_list=&lastSearchId=317673058825&archno=USPSRA2008-NW05&keywordDisplay=",58,0,20,0,22,0,0,0,0,,3,N,N,Y,"1,399",telephone,,,L,AFYK,N,
36,Y,Obama Religion,Princeton Survey Research Associates International,Newsweek,0,04/24-25/08,"As far as you know, what is Barack Obama's religion? Is he a Christian, a Muslim, or something else?","https://ropercenter.cornell.edu/CFIDE/cf/action/ipoll/questionDetail.cfm?keyword=obama AND  religion&keywordoptions=1&exclude=&excludeOptions=1&topic=Any&organization=Any&label=&fromdate=1/1/1935&toDate=&stitle=&sponsor=Newsweek&studydate=April 24-25, 2008&sample=1371&qstn_list=&qstnid=1704201&qa_list=&qstn_id4=1704201&study_list=&lastSearchId=317673058825&archno=USPSRA2008-NW04&keywordDisplay=",52,0,22,0,26,0,0,0,0,,3,N,N,Y,"1,371",telephone,,,L,AFYK,N,
201,Y,Obama Religion,Princeton Survey Research Associates International,Newsweek,0,07/09-10/08,"(As I read you some statements about Barack Obama, please tell me if each one is true or false, to the best of your knowledge.)...Obama is a practicing Muslim today....As far as you know is this true or false?","https://ropercenter.cornell.edu/CFIDE/cf/action/ipoll/questionDetail.cfm?keyword=obama AND  muslim&keywordoptions=1&exclude=&excludeOptions=1&topic=Any&organization=Any&label=&fromdate=1/1/1935&toDate=&stitle=&sponsor=Newsweek&studydate=July 9-10, 2008&sample=1209&qstn_list=&qstnid=1710286&qa_list=&qstn_id4=1710286&study_list=&lastSearchId=317673196172&archno=USPSRA2008-NW07&keywordDisplay=",69,0,12,0,19,0,0,0,0,,2,N,N,Y,"1,209",telephone,,,,AFYK,N,
202,Y,Obama Religion,Princeton Survey Research Associates International,Newsweek,0,07/09-10/08,"(As I read you some statements about Barack Obama, please tell me if each one is true or false, to the best of your knowledge.)...Obama was raised as a Muslim....As far as you know is this true or false?","https://ropercenter.cornell.edu/CFIDE/cf/action/ipoll/questionDetail.cfm?keyword=obama AND  muslim&keywordoptions=1&exclude=&excludeOptions=1&topic=Any&organization=Any&label=&fromdate=1/1/1935&toDate=&stitle=&sponsor=Newsweek&studydate=July 9-10, 2008&sample=1209&qstn_list=&qstnid=1710285&qa_list=&qstn_id4=1710285&study_list=&lastSearchId=317673196172&archno=USPSRA2008-NW07&keywordDisplay=",51,0,26,0,23,0,0,0,0,,2,N,N,Y,"1,209",telephone,,,,AFYK,N,
116,Y,Iraq Mil. Deaths,Princeton Survey Research Associates International,Pew Research Center for the People and the Press,0,11/11-14/10,"(Next I'd like to ask about some things that have been in the news. Please answer as best as you can. If you don't know the answer just tell me and we'll move to the next question.)...Do you happen to know if the national unemployment rate as reported by the government is currently closer to...5%, 10%, 15% or 20%?","https://ropercenter.cornell.edu/CFIDE/cf/action/ipoll/questionDetail.cfm?keyword=do AND  you AND  happen AND  to AND  know AND  if AND  the AND  national AND  unemployment AND  rate AND  as AND  reported AND  by AND  the AND  government AND  is AND  currently AND  closer to&keywordoptions=1&exclude=&excludeOptions=1&topic=Any&organization=Any&label=&fromdate=1/1/1935&toDate=&stitle=&sponsor=Pew Research Center for the People & the Press&studydate=November 11-14, 2010&sample=1001&qstn_list=&qstnid=1774534&qa_list=&qstn_id4=1774534&study_list=&lastSearchId=317673080779&archno=USPEW2010-WK1111&keywordDisplay=",53,0,30,0,17,0,0,0,0,,5,Y,N,Y,"1,001",telephone,1,2,N,DYHTK,N,Don't know/Refused (17%)
16,Y,Obama Religion,Princeton Survey Research Associates International,Pew Research Center for the People and the Press/Pew Forum on Religion and Public Life,0,06/28/12-07/09/12,"Now, thinking about Barack Obama's religious beliefs・Do you happen to know what Barack Obama's religion is? Is he Christian, Jewish, Muslim, Buddhist, Hindu, atheist, agnostic, or something else?","https://ropercenter.cornell.edu/CFIDE/cf/action/ipoll/questionDetail.cfm?keyword=obama AND  religion&keywordoptions=1&exclude=&excludeOptions=1&topic=Any&organization=Any&label=&fromdate=1/1/1935&toDate=&stitle=&sponsor=Pew Research Center for the People & the Press, Pew Forum on Religion & Public Life&studydate=June 28-July 10, 2012&sample=2973&qstn_list=&qstnid=1814730&qa_list=&qstn_id4=1814730&study_list=&lastSearchId=317673058517&archno=USPEW2012-RELIG&keywordDisplay=",45,0,17,0,36,0,1,0,0,,8,N,N,Y,"2,973",telephone,,,L,DYHTK,N,landline(1771)/cellular(1202)
24,Y,Obama Religion,Princeton Survey Research Associates International,Pew Research Center for the People and the Press/Pew Forum on Religion and Public Life,0,07/21/10-08/05/10,"Now, thinking about Barak Obama's religious beliefs・Do you happen to know what Barack Obama's religion is?  Is he Christian, Jewish, Muslim, Buddhist, Hindu, athiest, agnostic, or something else?","https://ropercenter.cornell.edu/CFIDE/cf/action/ipoll/questionDetail.cfm?keyword=obama AND  religion&keywordoptions=1&exclude=&excludeOptions=1&topic=Any&organization=Any&label=&fromdate=1/1/1935&toDate=&stitle=&sponsor=Pew Research Center for the People & the Press, Pew Forum on Religion & Public Life&studydate=July 21-August 5, 2010&sample=3003&qstn_list=&qstnid=1768825&qa_list=&qstn_id4=1768825&study_list=&lastSearchId=317673058562&archno=USPEW2010-RELIG&keywordDisplay=",34,0,21,0,43,0,2,0,0,,8,N,N,Y,"3,003",telephone,,,L,DYHTK,N,landline(2002)/cellular(1001)
26,Y,Obama Religion,Princeton Survey Research Associates International,Pew Research Center for the People and the Press,0,03/09-12/09,"Now, thinking about Barack Obama's religious beliefs・Do you happen to know what Barack Obama's religion is? Is he Christian, Jewish, Muslim, Buddhist, Hindu, atheist, agnostic, or something else? (If Don't know, probe:) Is that because you've heard of different things about his religion, or because you don't know enough about him?","https://ropercenter.cornell.edu/CFIDE/cf/action/ipoll/questionDetail.cfm?keyword=obama AND  religion&keywordoptions=1&exclude=&excludeOptions=1&topic=Any&organization=Any&label=&fromdate=1/1/1935&toDate=&stitle=&sponsor=Pew Research Center for the People & the Press&studydate=March 9-12, 2009&sample=1308&qstn_list=&qstnid=1748772&qa_list=&qstn_id4=1748772&study_list=&lastSearchId=317673058572&archno=USPEW2009-03POL&keywordDisplay=",48,0,11,0,34,0,6,0,0,,8,N,N,Y,"1,308",telephone,,,L,DYHTK,N,dk (34%) = Don't know-Heard different things (12%) + Don't know-Haven't heard enough (22%); landline(982)/cellular(326)
27,Y,Obama Religion,Princeton Survey Research Associates International,Pew Research Center for the People and the Press,0,10/16-19/08,"Now, thinking about Barack Obama's religious beliefs・Do you happen to know what Barack Obama's religion is? Is he Christian, Jewish, Muslim, Buddhist, Hindu, atheist, agnostic, or something else? (If Don't know, probe:) Is that because you've heard of different things about his religion, or because you don't know enough about him?","https://ropercenter.cornell.edu/CFIDE/cf/action/ipoll/questionDetail.cfm?keyword=obama AND  religion&keywordoptions=1&exclude=&excludeOptions=1&topic=Any&organization=Any&label=&fromdate=1/1/1935&toDate=&stitle=&sponsor=Pew Research Center for the People & the Press&studydate=October 16-19, 2008&sample=3016&qstn_list=&qstnid=1719062&qa_list=&qstn_id4=1719062&study_list=&lastSearchId=317673058582&archno=USPEW2008-10MID&keywordDisplay=",51,0,13,0,33,0,3,0,0,,8,N,N,Y,"3,016",telephone,,,L,DYHTK,N,dk (33%) = Don't know-Heard different things (13%) + Don't know-Haven't heard enough (20%); landline(2264)/cellular(752)
29,Y,Obama Religion,Princeton Survey Research Associates International,Pew Research Center for the People and the Press,0,09/09-14/08,"Now, thinking about Barack Obama's religious beliefs・Do you happen to know what Barack Obama's religion is? Is he Christian, Jewish, Muslim, Buddhist, Hindu, atheist, agnostic, or something else? (If Don't know, probe:) Is that because you've heard of different things about his religion, or because you don't know enough about him?","https://ropercenter.cornell.edu/CFIDE/cf/action/ipoll/questionDetail.cfm?keyword=obama AND  religion&keywordoptions=1&exclude=&excludeOptions=1&topic=Any&organization=Any&label=&fromdate=1/1/1935&toDate=&stitle=&sponsor=Pew Research Center for the People & the Press&studydate=September 9-14, 2008&sample=2982&qstn_list=&qstnid=1716284&qa_list=&qstn_id4=1716284&study_list=&lastSearchId=317673058582&archno=USPEW2008-09MID&keywordDisplay=",48,0,17,0,33,0,2,0,0,,8,N,N,Y,"2,982",telephone,,,L,DYHTK,N,dk (33%) = Don't know-heard different things (18%) + Don't know-haven't heard enough (15%); landline(2250)/cellular(732)
38,Y,Obama Religion,Princeton Survey Research Associates International,Pew Research Center for the People and the Press,0,03/19-22/08,"Now, thinking about Barack Obama's religious beliefs・Do you happen to know what Barack Obama's religion is? Is he Christian, Jewish, Muslim, Buddhist, Hindu, atheist, agnostic, or something else? (If Don't know, probe:) Is that because you've heard of different things about his religion, or because you don't know enough about him?","https://ropercenter.cornell.edu/CFIDE/cf/action/ipoll/questionDetail.cfm?keyword=obama AND  religion&keywordoptions=1&exclude=&excludeOptions=1&topic=Any&organization=Any&label=&fromdate=1/1/1935&toDate=&stitle=&sponsor=Pew Research Center for the People & the Press&studydate=March 19-22,2008&sample=1503&qstn_list=&qstnid=1702588&qa_list=&qstn_id4=1702588&study_list=&lastSearchId=317673058825&archno=USPEW2008-03POL&keywordDisplay=",47,0,13,0,37,0,3,0,0,,8,N,N,Y,"1,503",telephone,,,L,DYHTK,N,dk (37%) = Don't know-Heard different things (10%) + Don't know-Haven't heard enough (27%)
33,Y,Obama Religion,Princeton Survey Research Associates International,Pew Research Center for the People and the Press,0,06/18-29/08,"Now, thinking about Barack Obama's religious beliefs・Do you happen to know what Barack Obama's religion is? Is he Christian, Jewish, Muslim, Buddhist, Hindu, atheist, agnostic, or something else? (If Don't know, probe:) Is that because you've heard of different things about his religion, or because you don't know enough about him?","https://ropercenter.cornell.edu/CFIDE/cf/action/ipoll/questionDetail.cfm?keyword=obama AND  religion&keywordoptions=1&exclude=&excludeOptions=1&topic=Any&organization=Any&label=&fromdate=1/1/1935&toDate=&stitle=&sponsor=Pew Research Center for the People & the Press&studydate=June 18-29, 2008&sample=2004&qstn_list=&qstnid=1710351&qa_list=&qstn_id4=1710351&study_list=&lastSearchId=317673058825&archno=USPEW2008-06VOTE&keywordDisplay=",57,0,15,0,25,0,3,0,0,,8,N,N,Y,"2,004",telephone,,,L,DYHTK,N,dk (25%) = Don't know-Heard different things (10%) + Don't know-Haven't heard enough (15%)
196,Y,GW Happening Cause,Princeton Survey Research Associates International,United Technologies/National Journal Congressional Connection Poll,0,01/10-13/13,"As you may know, federal officials reported recently that 2012 was the warmest year in history for the United States. They also reported that the 10 warmest years ever have all occurred within the past 15 years. Do you think these records are more likely the result of changes in the climate related to the burning of fossil fuels OR are more likely the result of factors like random weather variation?",http://www.pollingreport.com/enviro.htm,39,0,50,0,0,11,0,0,0,,2,N,N,Y,"1,001",online,,,,DYT,Y,Unsure/Refused (11%)
112,Y,GW Scientist Agreement,Princeton Survey Research Associates International,Newsweek,0,08/01-02/07,"Now, thinking specifically about the issue of global warming...do you think most climate scientists agree that the earth has been warming in recent years, or do you think there is a lot of disagreement among climate scientists about whether the earth has been warming?","https://ropercenter.cornell.edu/CFIDE/cf/action/ipoll/questionDetail.cfm?keyword=do AND  you AND  think AND  most AND  climate AND  scientists AND  agree AND  that AND  the AND  earth AND  has AND  been AND  warming AND  in AND  recent years or do AND  you AND  think AND  there AND  is a lot AND  of AND  disagreement AND  among AND  climate AND  scientists AND  {about} AND  whether AND  the AND  earth AND  has AND  been AND  war&keywordoptions=1&exclude=&excludeOptions=1&topic=Any&organization=Any&label=&fromdate=1/1/1935&toDate=&stitle=&sponsor=Newsweek&studydate=August 1-2, 2007&sample=1002&qstn_list=&qstnid=1690886&qa_list=&qstn_id4=1690886&study_list=&lastSearchId=317673080659&archno=USPSRA2007-NW11&keywordDisplay=",52,0,39,0,9,0,0,0,0,,2,N,N,Y,"1,002",telephone,0,1,L,DYT,N,Don't know/Refused (9%)
113,Y,GW Scientist Agreement,Princeton Survey Research Associates International,Newsweek,0,08/01-02/07,"Do you think most climate scientists agree that human activities, such as burning coal and oil, are a major cause of global warming, or do you think there is a lot of disagreement among climate scientists about whether human activities are a major cause?","https://ropercenter.cornell.edu/CFIDE/cf/action/ipoll/questionDetail.cfm?keyword=o you AND  think AND  most AND  climate AND  scientists AND  agree AND  that AND  human activities AND  such AND  as AND  burning AND  coal and oil AND  are a major AND  cause AND  of AND  global warming or do AND  you AND  think AND  there AND  is a lot AND  of AND  disagreement&keywordoptions=1&exclude=&excludeOptions=1&topic=Any&organization=Any&label=&fromdate=1/1/1935&toDate=&stitle=&sponsor=Newsweek&studydate=August 1-2, 2007&sample=1002&qstn_list=&qstnid=1690888&qa_list=&qstn_id4=1690888&study_list=&lastSearchId=317673080665&archno=USPSRA2007-NW11&keywordDisplay=",47,0,42,0,12,0,0,0,0,,2,N,N,Y,"1,002",telephone,0,1,L,DYT,N,Don't know/Refused (12%)
87,Y,Iraq 9/11,Princeton Survey Research Associates International,Newsweek,0,06/18-19/08,"Do you think Saddam Hussein's regime in Iraq was directly involved in planning, financing, or carrying out the terrorist attacks of September 11th, 2001 (on the World Trade Center and the Pentagon), or not?","https://ropercenter.cornell.edu/CFIDE/cf/action/ipoll/questionDetail.cfm?keyword=involved AND  in planning financing or carrying AND  out AND  the AND  terrorist AND  attacks AND  of AND  septembe&keywordoptions=1&exclude=&excludeOptions=1&topic=Any&organization=Any&label=&fromdate=1/1/1935&toDate=&stitle=&sponsor=Newsweek&studydate=June 18-19, 2008&sample=1010&qstn_list=&qstnid=1709394&qa_list=&qstn_id4=1709394&study_list=&lastSearchId=317673066496&archno=USPSRA2008-NW06&keywordDisplay=",56,0,34,0,10,0,0,0,0,,2,N,N,Y,"1,010",telephone,,,L,DYT,N,
163,Y,Iraq 9/11,Princeton Survey Research Associates International,Newsweek,0,09/30/04-10/02/04,"Do you think Saddam Hussein's regime in Iraq was directly involved in planning, financing, or carrying out the terrorist attacks (on the World Trade Center and the Pentagon) of September 11th, 2001, or not?",https://ropercenter.cornell.edu/CFIDE/cf/action/ipoll/questionDetail.cfm?keyword=regime AND  in AND  iraq AND  was AND  directly AND  involved AND  in planning financing or carrying AND  out AND  the AND  terrorist AND  attacks AND  of AND  september&keywordoptions=1&exclude=&excludeOptions=1&topic=Any&organization=Any&label=&fromdate=1/1/1935&toDate=&stitle=&sponsor=Newsweek&studydate=01-JAN-34&sample=1144&qstn_list=&qstnid=1606985&qa_list=&qstn_id4=1606985&study_list=&lastSearchId=317673098503&archno=&keywordDisplay=,51,0,36,0,13,0,0,0,0,,2,N,N,Y,"1,144",telephone,,,,DYT,N,
164,Y,Iraq 9/11,Princeton Survey Research Associates International,Newsweek,0,09/02-03/04,"Do you think Saddam Hussein's regime in Iraq was directly involved in planning, financing, or carrying out the terrorist attacks (on the World Trade Center and the Pentagon) of September 11th, 2001, or not?","https://ropercenter.cornell.edu/CFIDE/cf/action/ipoll/questionDetail.cfm?keyword=regime AND  in AND  iraq AND  was AND  directly AND  involved AND  in planning financing or carrying AND  out AND  the AND  terrorist AND  attacks AND  of AND  september&keywordoptions=1&exclude=&excludeOptions=1&topic=Any&organization=Any&label=&fromdate=1/1/1935&toDate=&stitle=&sponsor=Newsweek&studydate=September 2-3, 2004&sample=1188&qstn_list=&qstnid=1605063&qa_list=&qstn_id4=1605063&study_list=&lastSearchId=317673098515&archno=USPSRA2004-NW13&keywordDisplay=",44,0,42,0,14,0,0,0,0,,2,N,N,Y,"1,188",telephone,,,,DYT,N,
166,Y,Iraq 9/11,Princeton Survey Research Associates International,Newsweek,0,01/29-30/04,"Do you think Saddam Hussein's regime in Iraq was directly involved in planning, financing, or carrying out the terrorist attacks (on the World Trade Center and the Pentagon) of September 11th, 2001, or not?","https://ropercenter.cornell.edu/CFIDE/cf/action/ipoll/questionDetail.cfm?keyword=regime AND  in AND  iraq AND  was AND  directly AND  involved AND  in planning financing or carrying AND  out AND  the AND  terrorist AND  attacks AND  of AND  september&keywordoptions=1&exclude=&excludeOptions=1&topic=Any&organization=Any&label=&fromdate=1/1/1935&toDate=&stitle=&sponsor=Newsweek&studydate=January 29-30, 2004&sample=1259&qstn_list=&qstnid=510883&qa_list=&qstn_id4=510883&study_list=&lastSearchId=317673098530&archno=USPSRA2004-NW03&keywordDisplay=",39,0,49,0,12,0,0,0,0,,2,N,N,Y,"1,259",telephone,,,,DYT,N,
167,Y,Iraq 9/11,Princeton Survey Research Associates International,Newsweek,0,09/18-10/03,"Do you think Saddam Hussein's regime in Iraq was directly involved in planning, financing, or carrying out the terrorist attacks (on the World Trade Center and the Pentagon) of September 11th, 2001, or not?","https://ropercenter.cornell.edu/CFIDE/cf/action/ipoll/questionDetail.cfm?keyword=regime AND  in AND  iraq AND  was AND  directly AND  involved AND  in planning financing or carrying AND  out AND  the AND  terrorist AND  attacks AND  of AND  september&keywordoptions=1&exclude=&excludeOptions=1&topic=Any&organization=Any&label=&fromdate=1/1/1935&toDate=&stitle=&sponsor=Newsweek&studydate=September 18-19, 2003&sample=1001&qstn_list=&qstnid=499947&qa_list=&qstn_id4=499947&study_list=&lastSearchId=317673098543&archno=USPSRA2003-NW14&keywordDisplay=",37,0,47,0,16,0,0,0,0,,2,N,N,Y,"1,001",telephone,,,,DYT,N,
138,Y,Vaccines,Princeton Survey Research Associates International,Pew Research Center for the People and the Press,0,02/05-08/15,"Thinking about vaccines for diseases such as measles, mumps, and rubella, do you think these vaccines are safe for healthy children or are they not safe for healthy children?","https://ropercenter.cornell.edu/CFIDE/cf/action/ipoll/questionDetail.cfm?keyword=vaccines AND  safe&keywordoptions=1&exclude=&excludeOptions=1&topic=Any&organization=Any&label=&fromdate=1/1/1935&toDate=&stitle=&sponsor=Pew Research Center for the People & the Press&studydate=February 5-8, 2015&sample=1003&qstn_list=&qstnid=1859556&qa_list=&qstn_id4=1859556&study_list=&lastSearchId=317673081264&archno=USPEW2015-WK0205&keywordDisplay=",83,0,9,0,7,0,0,0,0,,2,N,N,Y,"1,003",telephone,,,,DYT,N,Don't know/Refused (7%); landline(501)/cellular(502)
181,Y,TARP,Princeton Survey Research Associates International,Pew Research Center for the People and the Press,0,02/08-12/12,"From what you've read and heard, how much of the money the government provided to banks and financial institutions has been paid back...all of the money, most of it, only some of it, or none of it?","https://ropercenter.cornell.edu/CFIDE/cf/action/ipoll/questionDetail.cfm?keyword=how AND  much AND  of AND  that AND  money AND  has AND  been AND  paid AND  back AND  to AND  the&keywordoptions=1&exclude=&excludeOptions=1&topic=Any&organization=Any&label=&fromdate=1/1/1935&toDate=&stitle=&sponsor=Pew Research Center for the People & the Press&studydate=February 8-12, 2012&sample=1501&qstn_list=&qstnid=1805651&qa_list=&qstn_id4=1805651&study_list=&lastSearchId=317673103203&archno=USPEW2012-02POL&keywordDisplay=",13,0,84,0,13,0,0,0,0,,4,N,N,Y,"1,501",telephone,,,,FWYH,N,Don't know/Refused (13%); landline(900)/cellular(601)
89,Y,Iraq 9/11,Princeton Survey Research Associates International,Newsweek,0,06/18-19/07,"(Next I'd like to ask about some things that have been in the news. Please answer as best you can. If you don't know the answer just tell me and we'll move to the next question.)...Which one of the following countries did most of the 9/11 (September 11, 2001) hijackers (that attacked the World Trade Center and the Pentagon) come from?...Saudi Arabia, Iraq, Iran, Syria","https://ropercenter.cornell.edu/CFIDE/cf/action/ipoll/questionDetail.cfm?keyword=which AND  one AND  of AND  the AND  following AND  countries AND  did AND  most AND  of AND  the AND  9 AND  11 AND  hijackers AND  come AND  from&keywordoptions=1&exclude=&excludeOptions=1&topic=Any&organization=Any&label=&fromdate=1/1/1935&toDate=&stitle=&sponsor=Newsweek&studydate=June 18-19, 2007&sample=1001&qstn_list=&qstnid=1684468&qa_list=&qstn_id4=1684468&study_list=&lastSearchId=317673066517&archno=USPSRA2007-NW07&keywordDisplay=",43,0,45,0,12,0,0,0,0,,5,Y,N,N,"1,001",telephone,0,1,N,N/A,N,Don't know/Refused (12%)
115,Y,TARP,Princeton Survey Research Associates International,Pew Research Center for the People and the Press,0,11/11-14/10,"(Next I'd like to ask about some things that have been in the news. Please answer as best as you can. If you don't know the answer just tell me and we'll move to the next question.)...The federal government loaned money to banks under the bank bailout program known as TARP (Troubled Asset Relief Program). How much of that money has been paid back to the government?...All of it, more than half of it, less than half of it, none of it","https://ropercenter.cornell.edu/CFIDE/cf/action/ipoll/questionDetail.cfm?keyword=how AND  much AND  of AND  that AND  money AND  has AND  been AND  paid AND  back AND  to AND  the&keywordoptions=1&exclude=&excludeOptions=1&topic=Any&organization=Any&label=&fromdate=1/1/1935&toDate=&stitle=&sponsor=Pew Research Center for the People & the Press&studydate=November 11-14, 2010&sample=1001&qstn_list=&qstnid=1774527&qa_list=&qstn_id4=1774527&study_list=&lastSearchId=317673080675&archno=USPEW2010-WK1111&keywordDisplay=",16,0,56,0,28,0,0,0,0,,5,Y,N,N,"1,001",telephone,1,2,L,N/A,N,Don't know/Refused (28%)
209,Y,Obama Citizenship,Princeton Survey Research Associates International,Pew Research Center for the People and the Press,0,04/07-10/11,And one last question to get your view on a topic that has been in the news...Was Barack Obama born in the United States or was he born in another country?,"https://ropercenter.cornell.edu/CFIDE/cf/action/ipoll/questionDetail.cfm?keyword=obama AND  was AND  born AND  in AND  the AND  united AND  states&keywordoptions=1&exclude=&excludeOptions=1&topic=Any&organization=Any&label=&fromdate=1/1/1935&toDate=&stitle=&sponsor=Pew Research Center for the People & the Press&studydate=April 7-10, 2011&sample=1432&qstn_list=&qstnid=1785277&qa_list=&qstn_id4=1785277&study_list=&lastSearchId=317673196409&archno=USPEW2011-TYPOCB&keywordDisplay=",55,0,23,0,22,0,0,0,0,,2,N,N,N,"1,432",telephone,,,,N/A,N,
88,Y,Iraq Chemical Weapons,Princeton Survey Research Associates International,Newsweek,0,06/18-19/07,"(Next I'd like to ask about some things that have been in the news. Please answer as best you can. If you don't know the answer just tell me and we'll move to the next question.)...To the best of your knowledge, has the US (United States) found chemical or biological weapons hidden by Saddam Hussein's regime since the Iraq war began in 2003, or not?","https://ropercenter.cornell.edu/CFIDE/cf/action/ipoll/questionDetail.cfm?keyword=to AND  the AND  best AND  of AND  your knowledge AND  has AND  the u s AND  found AND  chemical or biological AND  weapons AND  hidden AND  by AND  saddam AND  hussein&keywordoptions=1&exclude=&excludeOptions=1&topic=Any&organization=Any&label=&fromdate=1/1/1935&toDate=&stitle=&sponsor=Newsweek&studydate=June 18-19, 2007&sample=1001&qstn_list=&qstnid=1684465&qa_list=&qstn_id4=1684465&study_list=&lastSearchId=317673066504&archno=USPSRA2007-NW07&keywordDisplay=",70,0,20,0,10,0,0,0,0,,3,Y,N,Y,"1,001",telephone,0,1,L,TBYK,N,Don't know/Refused (10%)
75,Y,ACA,Princeton Survey Research Associates International,Kaiser Family Foundation,0,09/12-18/13,"(I'm going to read you a list of specific elements or parts of the law. For each, please tell me whether you think it is included in the (2010) health reform law, or not.) To the best of your knowledge, would you say the health reform law does or does not...create a new government run insurance plan to be offered along with private plans?","https://ropercenter.cornell.edu/CFIDE/cf/action/ipoll/questionDetail.cfm?keyword=to AND  the AND  best AND  of AND  your knowledge AND  would AND  you AND  say AND  the AND  health AND  reform AND  law AND  does or does not gradually&keywordoptions=1&exclude=&excludeOptions=1&topic=Any&organization=Any&label=&fromdate=1/1/1935&toDate=&stitle=&sponsor=Henry J. Kaiser Family Foundation&studydate=September 12-18, 2013&sample=1503&qstn_list=&qstnid=1838847&qa_list=&qstn_id4=1838847&study_list=&lastSearchId=317673066318&archno=USPSRA2013-HNI122&keywordDisplay=",52,0,32,0,16,0,0,0,0,,2,N,N,Y,"1,503",telephone,,,L,TBYK,N,Don't know/Refused (16%); landline(752)/cellular(751)
